Order Number,Order Date,Year,Month,Month Number,Day of Week,Day Type,Season,Customer ID,Customer Name,Age Group,Gender,City,State,Membership Tier,Mall Name,Store Name,Product Category,Floor Level,Items Purchased,Unit Price ($),Subtotal ($),Discount (%),Discount Amount ($),Tax Rate (%),Tax Amount ($),Total Amount ($),Payment Method,Promo Used,Promo Code,Visit Purpose,Visit Duration (mins),Parking Type,Satisfaction Score,Returned Item,Return Reason,Online Review Posted,Loyalty Points Earned
ORD-2022-00085,12/27/2022,2022,December,12,Tuesday,Weekday,Winter,CUST14910,Deborah Jackson,35-44,Male,Chicago,IL,Bronze,Lakewood Center,TopShop,Fashion,Ground,10,303.38,3033.8,25,758.45,7.35,167.24,2442.59,Mobile Pay,Yes,PROMO616,Leisure,154,Free,4,No,,No,4030
ORD-2023-00086,1/17/2023,2023,January,1,Tuesday,Weekday,Winter,CUST35318,Amanda Carter,25-34,Male,San Jose,CA,Bronze,The Royal Galleria,Uniqlo,Fashion,1st,11,449.04,4939.44,20,987.89,8.61,340.23,4291.78,Credit Card,No,,Window Shopping,186,Free,2,No,,No,11960
ORD-2024-00087,1/24/2022,2022,January,1,Monday,Weekday,Winter,CUST97528,Jessica Brown,65+,Male,Jacksonville,FL,Bronze,Summit Crossing,LUSH,Beauty,1st,5,84.06,420.3,15,63.05,11.46,40.94,398.19,Buy Now Pay Later,Yes,PROMO729,Entertainment,191,Valet,3,No,,No,1122
ORD-2022-00088,8/22/2024,2024,August,8,Thursday,Weekday,Summer,CUST20730,Ronald Hill,18-24,Female,Austin,TX,Silver,Pinnacle Plaza,Build-A-Bear,Kids,Ground,9,353.36,3180.24,0,0,8.95,284.63,3464.87,Credit Card,Yes,PROMO974,Gift Buying,144,Free,3,No,,No,11546
ORD-2023-00089,4/24/2022,2022,April,4,Sunday,Weekend,Spring,CUST17567,Sandra Torres,35-44,Male,San Antonio,TX,Gold,Northpark Mall,Dave & Busters,Entertainment,3rd,11,404.42,4448.62,15,667.29,7.77,293.81,4075.14,Credit Card,No,,Leisure,70,Free,4,Yes,Changed mind,No,20149
ORD-2024-00090,1/4/2023,2023,January,1,Wednesday,Weekday,Winter,CUST59479,Anthony Lewis,45-54,Male,Charlotte,NC,Silver,Summit Crossing,Cheesecake Factory,Food & Beverage,Food Court,11,482.25,5304.75,25,1326.19,5.93,235.93,4214.49,Cash,Yes,PROMO328,Shopping,60,Paid,5,No,,No,12019
ORD-2022-00091,2/16/2024,2024,February,2,Friday,Weekday,Winter,CUST34704,Barbara Moore,35-44,Female,Philadelphia,PA,Diamond,Lakewood Center,Adidas,Sports,Ground,12,383.92,4607.04,0,0,9.62,443.2,5050.24,Gift Card,Yes,PROMO712,Shopping,76,Paid,3,No,,No,5943
ORD-2023-00092,4/26/2022,2022,April,4,Tuesday,Weekday,Spring,CUST51799,Edward Torres,35-44,Male,Columbus,OH,Gold,Pinnacle Plaza,Pizza Hut,Food & Beverage,Ground,11,410.1,4511.1,0,0,11.13,502.09,5013.19,Buy Now Pay Later,No,,Gift Buying,71,Paid,4,No,,No,18624
ORD-2024-00093,12/7/2023,2023,December,12,Thursday,Weekday,Winter,CUST29558,Mark Clark,25-34,Female,Jacksonville,FL,Bronze,Summit Crossing,Zales,Jewelry,Ground,3,378.44,1135.32,10,113.53,10.95,111.89,1133.68,Cash,No,,Leisure,51,Paid,5,No,,No,2234
ORD-2022-00094,7/10/2024,2024,July,7,Wednesday,Weekday,Summer,CUST45187,Richard Brown,65+,Male,Jacksonville,FL,Silver,Northpark Mall,IKEA,Home & Living,Ground,10,303.45,3034.5,25,758.62,6.32,143.84,2419.72,Gift Card,No,,Leisure,186,Valet,4,No,,No,11490
ORD-2023-00095,9/7/2024,2024,September,9,Saturday,Weekend,Fall,CUST41369,Susan Sanchez,25-34,Male,Jacksonville,FL,Gold,Southshore Pavilion,New Balance,Sports,1st,5,193.43,967.15,10,96.72,7.51,65.37,935.8,Cash,No,,Entertainment,146,Paid,5,No,,No,1696
ORD-2024-00096,3/30/2023,2023,March,3,Thursday,Weekday,Spring,CUST64732,Emily Nguyen,45-54,Male,Dallas,TX,Bronze,The Royal Galleria,Starbucks,Food & Beverage,2nd,4,168.28,673.12,5,33.66,10.83,69.25,708.71,Mobile Pay,No,,Gift Buying,182,Paid,5,No,,No,2015
ORD-2022-00097,10/14/2022,2022,October,10,Friday,Weekday,Fall,CUST17698,Andrew Adams,55-64,Female,Charlotte,NC,Silver,Blue Harbor Center,The Children's Place,Kids,2nd,2,472.87,945.74,15,141.86,10.35,83.2,887.08,Mobile Pay,Yes,PROMO617,Dining,230,Free,4,Yes,Defective,No,4200
ORD-2023-00098,2/2/2022,2022,February,2,Wednesday,Weekday,Winter,CUST79391,James Johnson,25-34,Female,San Antonio,TX,Gold,Northpark Mall,Calvin Klein,Fashion,2nd,9,488.85,4399.65,0,0,10.69,470.32,4869.97,Buy Now Pay Later,No,,Window Shopping,221,Free,5,No,,No,9787
ORD-2024-00099,6/11/2022,2022,June,6,Saturday,Weekend,Summer,CUST39603,Jessica Hall,25-34,Prefer not to say,San Jose,CA,Bronze,Lakewood Center,Williams-Sonoma,Home & Living,3rd,2,328.6,657.2,25,164.3,10.32,50.87,543.77,Credit Card,No,,Window Shopping,112,Free,4,No,,No,1946
ORD-2022-00100,7/15/2022,2022,July,7,Friday,Weekday,Summer,CUST72324,George Torres,18-24,Male,Houston,TX,Bronze,Pinnacle Plaza,Disney Store,Kids,2nd,2,343.79,687.58,0,0,8.8,60.51,748.09,Buy Now Pay Later,No,,Shopping,60,Paid,5,No,,No,1939
ORD-2023-00101,5/8/2023,2023,May,5,Monday,Weekday,Spring,CUST28343,Anthony Carter,25-34,Prefer not to say,Philadelphia,PA,Platinum,Northpark Mall,Spencer's,Books & Gifts,3rd,12,363.46,4361.52,10,436.15,11.82,463.98,4389.35,Credit Card,No,,Shopping,126,Free,3,Yes,,No,4909
ORD-2024-00102,10/1/2024,2024,October,10,Tuesday,Weekday,Fall,CUST99088,Dorothy Lopez,65+,Male,San Antonio,TX,Gold,Northpark Mall,Puma,Sports,1st,7,47.42,331.94,15,49.79,10.59,29.88,312.03,Buy Now Pay Later,No,,Shopping,36,Free,4,No,,Yes,426
ORD-2022-00103,7/7/2023,2023,July,7,Friday,Weekday,Summer,CUST83005,Dorothy Lewis,25-34,Female,Chicago,IL,Gold,Sunrise Mall,Best Buy,Electronics,2nd,7,56.13,392.91,0,0,8.88,34.89,427.8,Gift Card,Yes,PROMO497,Gift Buying,215,Paid,4,No,,No,2126
ORD-2023-00104,2/19/2024,2024,February,2,Monday,Weekday,Winter,CUST29127,Sarah Young,55-64,Male,Phoenix,AZ,Bronze,The Royal Galleria,Subway,Food & Beverage,Ground,7,141.6,991.2,0,0,10.48,103.88,1095.08,Cash,No,,Entertainment,78,Free,5,No,,No,2828
ORD-2024-00105,11/6/2023,2023,November,11,Monday,Weekday,Fall,CUST27842,Carol Hill,25-34,Non-binary,Columbus,OH,Silver,Eastgate Mall,Cinnabon,Entertainment,Ground,10,473.9,4739,0,0,7.2,341.21,5080.21,Mobile Pay,No,,Entertainment,89,Free,5,No,,No,21049
ORD-2022-00106,2/14/2023,2023,February,2,Tuesday,Weekday,Winter,CUST37479,Edward Robinson,35-44,Male,New York,NY,Silver,Northpark Mall,Hallmark,Books & Gifts,Ground,5,416.48,2082.4,0,0,10.93,227.61,2310.01,Mobile Pay,Yes,PROMO257,Leisure,142,Paid,3,No,,No,11464
ORD-2023-00107,11/3/2024,2024,November,11,Sunday,Weekend,Fall,CUST80373,Nancy Hall,18-24,Male,Fort Worth,TX,Gold,Westfield Grand,Zales,Jewelry,Food Court,2,59.14,118.28,0,0,9.65,11.41,129.69,Debit Card,No,,Leisure,171,Paid,2,No,,No,352
ORD-2024-00108,11/11/2024,2024,November,11,Monday,Weekday,Fall,CUST68429,Kenneth Anderson,35-44,Male,Jacksonville,FL,Silver,Southshore Pavilion,Justice,Kids,Ground,8,387.31,3098.48,10,309.85,8.5,237.03,3025.66,Cash,No,,Shopping,138,Valet,3,No,,Yes,6800
ORD-2022-00109,9/16/2024,2024,September,9,Monday,Weekday,Fall,CUST69303,Edward Hall,65+,Male,San Diego,CA,Silver,Sunrise Mall,Williams-Sonoma,Home & Living,Ground,5,27.12,135.6,15,20.34,5.16,5.95,121.21,Cash,No,,Leisure,42,Free,5,No,,No,392
ORD-2023-00110,4/9/2024,2024,April,4,Tuesday,Weekday,Spring,CUST90492,Mary Mitchell,18-24,Female,San Antonio,TX,Platinum,Eastgate Mall,Subway,Food & Beverage,1st,8,298.14,2385.12,5,119.26,9.93,225,2490.86,Debit Card,No,,Entertainment,207,Paid,5,No,,No,4454
ORD-2024-00111,9/29/2024,2024,September,9,Sunday,Weekend,Fall,CUST86939,Michelle Sanchez,25-34,Female,San Antonio,TX,Bronze,Southshore Pavilion,Gymboree,Kids,1st,6,423.53,2541.18,15,381.18,10.7,231.12,2391.12,Buy Now Pay Later,No,,Entertainment,172,Free,4,No,,No,3743
ORD-2022-00112,2/25/2024,2024,February,2,Sunday,Weekend,Winter,CUST94575,Andrew Hall,25-34,Female,Austin,TX,Diamond,Lakewood Center,Swarovski,Jewelry,2nd,3,279.68,839.04,10,83.9,5.98,45.16,800.3,Cash,Yes,PROMO239,Window Shopping,173,Free,2,No,,Yes,2890
ORD-2023-00113,6/28/2024,2024,June,6,Friday,Weekday,Summer,CUST38905,Mary Carter,45-54,Female,San Jose,CA,Bronze,Sunrise Mall,Dave & Busters,Entertainment,Food Court,5,116.3,581.5,0,0,10.47,60.88,642.38,Gift Card,Yes,PROMO216,Leisure,212,Paid,5,No,,No,2035
ORD-2024-00114,6/22/2024,2024,June,6,Saturday,Weekend,Summer,CUST42444,Deborah Adams,35-44,Female,Los Angeles,CA,Bronze,Eastgate Mall,Build-A-Bear,Kids,2nd,1,227.62,227.62,5,11.38,10.72,23.18,239.42,Mobile Pay,No,,Shopping,213,Paid,5,No,,No,649
ORD-2022-00115,2/28/2023,2023,February,2,Tuesday,Weekday,Winter,CUST80617,Sarah Hill,55-64,Male,Dallas,TX,Bronze,Summit Crossing,Tommy Hilfiger,Fashion,3rd,12,149.85,1798.2,10,179.82,11.67,188.86,1807.24,Gift Card,No,,Leisure,223,Valet,2,No,,No,2724
ORD-2023-00116,10/22/2023,2023,October,10,Sunday,Weekend,Fall,CUST92890,Barbara Torres,55-64,Male,San Diego,CA,Bronze,Eastgate Mall,Skechers,Sports,2nd,7,190.71,1334.97,0,0,10.56,140.97,1475.94,Credit Card,No,,Window Shopping,146,Free,5,No,,No,6605
ORD-2024-00117,7/27/2024,2024,July,7,Saturday,Weekend,Summer,CUST37767,Susan Ramirez,25-34,Female,San Antonio,TX,Silver,Northpark Mall,IKEA,Home & Living,Ground,6,415.03,2490.18,5,124.51,9.05,214.09,2579.76,Gift Card,Yes,PROMO201,Window Shopping,216,Paid,4,No,,No,12170
ORD-2022-00118,5/26/2024,2024,May,5,Sunday,Weekend,Spring,CUST30837,Carol Martin,25-34,Male,Charlotte,NC,Platinum,Blue Harbor Center,New Balance,Sports,Ground,5,51.2,256,5,12.8,5.58,13.57,256.77,Buy Now Pay Later,No,,Leisure,57,Free,2,No,,No,354
ORD-2023-00119,4/9/2023,2023,April,4,Sunday,Weekend,Spring,CUST25806,George Perez,65+,Male,New York,NY,Diamond,Westfield Grand,The Children's Place,Kids,3rd,7,348.55,2439.85,10,243.99,6.6,144.93,2340.79,Credit Card,No,,Leisure,221,Paid,3,No,,Yes,3587
ORD-2024-00120,12/22/2024,2024,December,12,Sunday,Weekend,Winter,CUST56030,William Lewis,25-34,Male,Austin,TX,Gold,Southshore Pavilion,Barnes & Noble,Books & Gifts,1st,11,375.39,4129.29,25,1032.32,9.31,288.33,3385.3,Mobile Pay,Yes,PROMO847,Dining,37,Valet,5,No,,No,5278
ORD-2022-00121,8/7/2023,2023,August,8,Monday,Weekday,Summer,CUST34726,Joshua Allen,18-24,Female,Dallas,TX,Gold,Pinnacle Plaza,Mango,Fashion,Food Court,5,324.85,1624.25,20,324.85,10.56,137.22,1436.62,Debit Card,No,,Window Shopping,113,Valet,3,No,,No,6803
ORD-2023-00122,5/11/2024,2024,May,5,Saturday,Weekend,Spring,CUST19567,Steven Roberts,25-34,Male,Fort Worth,TX,Bronze,Blue Harbor Center,Bed Bath & Beyond,Home & Living,1st,2,11.83,23.66,0,0,11.46,2.71,26.37,Mobile Pay,No,,Gift Buying,88,Free,4,No,,No,91
ORD-2024-00123,11/13/2024,2024,November,11,Wednesday,Weekday,Fall,CUST86865,Daniel Sanchez,18-24,Female,Dallas,TX,Gold,Blue Harbor Center,Skechers,Sports,2nd,11,342.12,3763.32,0,0,9.89,372.19,4135.51,Buy Now Pay Later,Yes,PROMO726,Dining,29,Free,3,No,,No,16387
ORD-2022-00124,1/24/2022,2022,January,1,Monday,Weekday,Winter,CUST43980,Kimberly Campbell,18-24,Female,Dallas,TX,Bronze,Summit Crossing,Panda Express,Food & Beverage,1st,3,376.14,1128.42,25,282.11,10.13,85.73,932.04,Credit Card,Yes,PROMO829,Shopping,100,Paid,5,No,,No,2836
ORD-2023-00125,12/8/2022,2022,December,12,Thursday,Weekday,Winter,CUST98358,Michael Torres,25-34,Male,Fort Worth,TX,Gold,The Royal Galleria,Pottery Barn,Home & Living,2nd,4,371.69,1486.76,0,0,11.01,163.69,1650.45,Credit Card,Yes,PROMO978,Dining,26,Paid,4,No,,Yes,5979
ORD-2024-00126,10/18/2023,2023,October,10,Wednesday,Weekday,Fall,CUST98254,Linda Allen,35-44,Male,Philadelphia,PA,Diamond,Southshore Pavilion,Sephora,Beauty,Ground,3,115.48,346.44,10,34.64,5.32,16.59,328.39,Mobile Pay,No,,Shopping,239,Paid,4,No,,No,591
ORD-2022-00127,5/12/2023,2023,May,5,Friday,Weekday,Spring,CUST35614,Stephanie Roberts,45-54,Male,San Diego,CA,Gold,Southshore Pavilion,Cinnabon,Entertainment,3rd,9,381.44,3432.96,0,0,5.04,173.02,3605.98,Mobile Pay,No,,Shopping,74,Free,4,No,,Yes,9033
ORD-2023-00128,2/25/2023,2023,February,2,Saturday,Weekend,Winter,CUST46677,Patricia Martinez,18-24,Male,San Diego,CA,Bronze,Eastgate Mall,Build-A-Bear,Kids,Ground,4,449.16,1796.64,10,179.66,9.91,160.24,1777.22,Cash,No,,Window Shopping,206,Paid,2,Yes,Defective,No,6486
ORD-2024-00129,10/8/2023,2023,October,10,Sunday,Weekend,Fall,CUST19789,Sarah Anderson,18-24,Female,San Diego,CA,Diamond,Summit Crossing,Kay Jewelers,Jewelry,1st,3,391.07,1173.21,10,117.32,6.09,64.3,1120.19,Debit Card,No,,Window Shopping,134,Free,4,No,,No,4939
ORD-2022-00130,9/16/2023,2023,September,9,Saturday,Weekend,Fall,CUST21955,Daniel Martinez,18-24,Female,Columbus,OH,Gold,Pinnacle Plaza,Barnes & Noble,Books & Gifts,3rd,6,201.14,1206.84,0,0,7.09,85.56,1292.4,Debit Card,No,,Shopping,118,Free,5,No,,Yes,1920
ORD-2023-00131,4/1/2023,2023,April,4,Saturday,Weekend,Spring,CUST94500,Amanda Green,25-34,Female,Philadelphia,PA,Bronze,Eastgate Mall,KFC,Food & Beverage,Ground,10,133.12,1331.2,20,266.24,5.15,54.85,1119.81,Credit Card,No,,Dining,180,Free,4,No,,No,3184
ORD-2024-00132,3/19/2024,2024,March,3,Tuesday,Weekday,Spring,CUST56392,Dorothy Lopez,25-34,Female,Austin,TX,Bronze,Eastgate Mall,AMC Theaters,Entertainment,Ground,3,141.12,423.36,5,21.17,6.04,24.29,426.48,Gift Card,No,,Gift Buying,172,Free,3,No,,No,660
ORD-2022-00133,12/12/2024,2024,December,12,Thursday,Weekday,Winter,CUST57069,Mary Harris,45-54,Prefer not to say,Fort Worth,TX,Silver,Northpark Mall,New Balance,Sports,Food Court,8,175.3,1402.4,10,140.24,7.25,91.51,1353.67,Cash,No,,Dining,21,Free,4,No,,No,4220
ORD-2023-00134,11/23/2022,2022,November,11,Wednesday,Weekday,Fall,CUST17328,Andrew Mitchell,35-44,Female,Phoenix,AZ,Platinum,Pinnacle Plaza,Sony Center,Electronics,2nd,4,289.97,1159.88,30,347.96,7.72,62.68,874.6,Debit Card,No,,Dining,75,Free,4,No,,No,4189
ORD-2024-00135,1/21/2023,2023,January,1,Saturday,Weekend,Winter,CUST21830,Ashley Williams,55-64,Female,Chicago,IL,Bronze,The Royal Galleria,Virtual Reality Zone,Entertainment,Ground,10,113.31,1133.1,10,113.31,5,50.99,1070.78,Gift Card,No,,Dining,221,Free,3,No,,No,3583
ORD-2022-00136,12/13/2024,2024,December,12,Friday,Weekday,Winter,CUST86810,Brian Sanchez,35-44,Male,Jacksonville,FL,Bronze,Summit Crossing,IKEA,Home & Living,3rd,5,164.69,823.45,30,247.03,10.13,58.39,634.81,Mobile Pay,No,,Leisure,139,Valet,4,No,,No,1201
ORD-2023-00137,9/21/2023,2023,September,9,Thursday,Weekday,Fall,CUST85082,James Hall,65+,Female,Jacksonville,FL,Silver,Blue Harbor Center,MAC Cosmetics,Beauty,1st,10,21.03,210.3,15,31.55,11.45,20.47,199.22,Gift Card,Yes,PROMO863,Dining,178,Free,4,No,,Yes,706
ORD-2024-00138,11/19/2023,2023,November,11,Sunday,Weekend,Fall,CUST18885,Jessica Hall,45-54,Male,Houston,TX,Silver,The Royal Galleria,AMC Theaters,Entertainment,3rd,2,361.6,723.2,0,0,8.07,58.36,781.56,Mobile Pay,No,,Dining,120,Free,4,No,,Yes,2816
ORD-2022-00139,5/31/2022,2022,May,5,Tuesday,Weekday,Spring,CUST19725,Thomas Miller,18-24,Male,Philadelphia,PA,Silver,Westfield Grand,Mango,Fashion,2nd,7,84.65,592.55,0,0,11.59,68.68,661.23,Credit Card,No,,Entertainment,167,Paid,5,No,,No,1809
ORD-2023-00140,1/25/2023,2023,January,1,Wednesday,Weekday,Winter,CUST48980,Brian Jackson,25-34,Male,Phoenix,AZ,Bronze,Northpark Mall,Zales,Jewelry,Ground,1,199.49,199.49,10,19.95,8.44,15.15,194.69,Credit Card,No,,Entertainment,15,Free,4,No,,No,327
ORD-2024-00141,8/25/2022,2022,August,8,Thursday,Weekday,Summer,CUST21945,Brian Taylor,45-54,Female,San Diego,CA,Gold,Lakewood Center,The Body Shop,Beauty,2nd,7,96.52,675.64,25,168.91,7.59,38.46,545.19,Mobile Pay,No,,Shopping,82,Free,4,No,,No,756
ORD-2022-00142,4/27/2024,2024,April,4,Saturday,Weekend,Spring,CUST64870,Anthony King,18-24,Female,New York,NY,Diamond,Northpark Mall,Hallmark,Books & Gifts,2nd,11,434.11,4775.21,10,477.52,11.17,480.05,4777.74,Mobile Pay,Yes,PROMO684,Entertainment,35,Paid,4,No,,No,16631
ORD-2023-00143,12/21/2022,2022,December,12,Wednesday,Weekday,Winter,CUST20271,Robert Ramirez,55-64,Male,Chicago,IL,Diamond,Pinnacle Plaza,KFC,Food & Beverage,3rd,7,104.95,734.65,20,146.93,6.04,35.5,623.22,Gift Card,Yes,PROMO497,Entertainment,96,Paid,5,No,,No,1918
ORD-2024-00144,12/6/2024,2024,December,12,Friday,Weekday,Winter,CUST87061,Barbara Torres,18-24,Female,Chicago,IL,Gold,Eastgate Mall,Pandora,Jewelry,Ground,2,462.84,925.68,10,92.57,5.71,47.57,880.68,Cash,No,,Gift Buying,240,Paid,4,No,,No,1850
ORD-2022-00145,4/2/2024,2024,April,4,Tuesday,Weekday,Spring,CUST72287,Jessica Brown,35-44,Male,Jacksonville,FL,Diamond,Summit Crossing,TopShop,Fashion,Ground,6,15.02,90.12,20,18.02,7.12,5.13,77.23,Cash,Yes,PROMO861,Window Shopping,234,Paid,5,Yes,Defective,No,205
ORD-2023-00146,3/9/2023,2023,March,3,Thursday,Weekday,Spring,CUST77537,Nancy Brown,25-34,Female,Columbus,OH,Platinum,Northpark Mall,Tiffany & Co.,Jewelry,Food Court,2,159.01,318.02,10,31.8,5.95,17.03,303.25,Gift Card,Yes,PROMO159,Gift Buying,22,Free,3,No,,No,1157
ORD-2024-00147,10/31/2024,2024,October,10,Thursday,Weekday,Fall,CUST87862,Nancy Young,35-44,Female,Houston,TX,Silver,Westfield Grand,Pandora,Jewelry,Food Court,8,295.51,2364.08,5,118.2,6.14,137.9,2383.78,Cash,No,,Leisure,227,Paid,5,No,,Yes,10556
ORD-2022-00148,7/6/2023,2023,July,7,Thursday,Weekday,Summer,CUST99417,Stephanie Roberts,25-34,Male,Columbus,OH,Bronze,Westfield Grand,Zales,Jewelry,3rd,3,325.45,976.35,15,146.45,5.06,41.99,871.89,Cash,No,,Gift Buying,221,Paid,5,No,,No,2472
ORD-2023-00149,12/2/2024,2024,December,12,Monday,Weekday,Winter,CUST96816,James Allen,25-34,Male,Los Angeles,CA,Diamond,Southshore Pavilion,Spencer's,Books & Gifts,2nd,6,282.92,1697.52,10,169.75,6.98,106.64,1634.41,Buy Now Pay Later,No,,Shopping,138,Free,2,No,,No,7468
ORD-2024-00150,5/8/2023,2023,May,5,Monday,Weekday,Spring,CUST28340,Daniel Baker,45-54,Female,Austin,TX,Gold,Eastgate Mall,Tommy Hilfiger,Fashion,Ground,11,251.2,2763.2,0,0,11.35,313.62,3076.82,Mobile Pay,No,,Window Shopping,203,Paid,2,No,,Yes,9656
ORD-2022-00151,1/5/2024,2024,January,1,Friday,Weekday,Winter,CUST33741,Brian Scott,25-34,Female,Columbus,OH,Bronze,Blue Harbor Center,Gymboree,Kids,1st,8,68.33,546.64,0,0,10.66,58.27,604.91,Debit Card,Yes,PROMO992,Leisure,100,Paid,5,No,,No,1235
ORD-2023-00152,8/21/2024,2024,August,8,Wednesday,Weekday,Summer,CUST35499,John Walker,18-24,Male,San Jose,CA,Silver,Southshore Pavilion,Tommy Hilfiger,Fashion,3rd,11,193.93,2133.23,0,0,5.38,114.77,2248,Debit Card,No,,Dining,66,Free,4,No,,No,3869
ORD-2024-00153,12/29/2022,2022,December,12,Thursday,Weekday,Winter,CUST32099,Sarah Wilson,55-64,Female,San Diego,CA,Gold,Westfield Grand,IKEA,Home & Living,2nd,3,247.34,742.02,20,148.4,5.62,33.36,626.98,Gift Card,No,,Window Shopping,177,Paid,4,No,,Yes,3009
ORD-2022-00154,12/23/2024,2024,December,12,Monday,Weekday,Winter,CUST39657,Edward Thomas,18-24,Prefer not to say,Austin,TX,Gold,Westfield Grand,Nike,Sports,1st,6,159.49,956.94,0,0,8.52,81.53,1038.47,Cash,Yes,PROMO845,Dining,31,Paid,5,No,,No,3891
ORD-2023-00155,9/30/2024,2024,September,9,Monday,Weekday,Fall,CUST39939,Betty Johnson,55-64,Male,Charlotte,NC,Bronze,Blue Harbor Center,Pottery Barn,Home & Living,Ground,3,109.54,328.62,0,0,8.53,28.03,356.65,Credit Card,No,,Entertainment,197,Paid,5,Yes,Changed mind,No,510
ORD-2024-00156,8/26/2022,2022,August,8,Friday,Weekday,Summer,CUST72180,Donna Taylor,25-34,Female,Los Angeles,CA,Gold,Eastgate Mall,Tiffany & Co.,Jewelry,1st,4,349.12,1396.48,15,209.47,7.11,84.4,1271.41,Buy Now Pay Later,No,,Shopping,184,Paid,4,No,,No,4412
ORD-2022-00157,10/16/2024,2024,October,10,Wednesday,Weekday,Fall,CUST36433,Thomas King,35-44,Female,Fort Worth,TX,Silver,Pinnacle Plaza,Reebok,Sports,Ground,7,151.2,1058.4,0,0,8.47,89.65,1148.05,Debit Card,No,,Leisure,138,Paid,4,Yes,Wrong size,No,1561
ORD-2023-00158,7/27/2022,2022,July,7,Wednesday,Weekday,Summer,CUST70853,Charles Taylor,35-44,Female,San Diego,CA,Bronze,Pinnacle Plaza,LUSH,Beauty,1st,3,437.7,1313.1,25,328.27,7.52,74.06,1058.89,Buy Now Pay Later,Yes,PROMO241,Entertainment,124,Free,5,Yes,Wrong size,No,2912
ORD-2024-00159,7/10/2022,2022,July,7,Sunday,Weekend,Summer,CUST69839,Betty Sanchez,45-54,Female,Los Angeles,CA,Bronze,Blue Harbor Center,Crate & Barrel,Home & Living,1st,7,346.5,2425.5,10,242.55,7.95,173.54,2356.49,Debit Card,Yes,PROMO704,Shopping,48,Paid,5,Yes,Defective,No,8118
ORD-2022-00160,9/25/2022,2022,September,9,Sunday,Weekend,Fall,CUST16025,Mark Lewis,45-54,Male,Charlotte,NC,Bronze,Sunrise Mall,Timezone,Entertainment,2nd,11,160.55,1766.05,15,264.91,9.75,146.36,1647.5,Buy Now Pay Later,No,,Gift Buying,200,Paid,4,No,,No,2275
ORD-2023-00161,12/10/2023,2023,December,12,Sunday,Weekend,Winter,CUST11526,Michelle Brown,25-34,Female,Charlotte,NC,Gold,Northpark Mall,Swarovski,Jewelry,2nd,3,255.26,765.78,10,76.58,8.47,58.38,747.58,Debit Card,No,,Shopping,207,Free,4,No,,Yes,1953
ORD-2024-00162,7/6/2024,2024,July,7,Saturday,Weekend,Summer,CUST95638,Linda Young,45-54,Female,Philadelphia,PA,Bronze,Lakewood Center,LG Studio,Electronics,1st,7,209.11,1463.77,10,146.38,5,65.87,1383.26,Credit Card,No,,Gift Buying,173,Free,4,No,,No,5949
ORD-2022-00163,11/11/2023,2023,November,11,Saturday,Weekend,Fall,CUST57617,Melissa Nelson,45-54,Male,San Diego,CA,Gold,Southshore Pavilion,Justice,Kids,Ground,2,53.23,106.46,15,15.97,5.02,4.54,95.03,Cash,No,,Leisure,219,Free,4,No,,Yes,367
ORD-2023-00164,2/6/2023,2023,February,2,Monday,Weekday,Winter,CUST54293,Sandra Gonzalez,35-44,Female,Houston,TX,Bronze,Eastgate Mall,Nike,Sports,2nd,7,28.02,196.14,15,29.42,9.7,16.17,182.89,Credit Card,Yes,PROMO610,Window Shopping,132,Paid,5,No,,Yes,499
ORD-2024-00165,12/29/2022,2022,December,12,Thursday,Weekday,Winter,CUST88714,Anthony Nelson,25-34,Female,Los Angeles,CA,Gold,Blue Harbor Center,Hallmark,Books & Gifts,2nd,6,254.53,1527.18,5,76.36,11.86,172.07,1622.89,Buy Now Pay Later,Yes,PROMO924,Dining,85,Free,4,No,,Yes,6481
ORD-2022-00166,10/5/2023,2023,October,10,Thursday,Weekday,Fall,CUST48086,Michelle Rivera,45-54,Female,Houston,TX,Gold,Pinnacle Plaza,Build-A-Bear,Kids,Food Court,11,70.67,777.37,15,116.61,11.83,78.17,738.93,Debit Card,Yes,PROMO460,Gift Buying,153,Paid,5,No,,No,2837
ORD-2023-00167,12/29/2024,2024,December,12,Sunday,Weekend,Winter,CUST59921,Michael Johnson,45-54,Female,Dallas,TX,Bronze,Westfield Grand,The Body Shop,Beauty,Ground,11,33.02,363.22,0,0,10.5,38.14,401.36,Cash,Yes,PROMO654,Leisure,79,Paid,3,Yes,Changed mind,Yes,1794
ORD-2024-00168,3/7/2024,2024,March,3,Thursday,Weekday,Spring,CUST60014,Brian Brown,35-44,Female,Jacksonville,FL,Silver,The Royal Galleria,Reebok,Sports,2nd,11,159.76,1757.36,10,175.74,5.09,80.5,1662.12,Cash,No,,Dining,173,Paid,5,No,,No,4107
ORD-2022-00169,2/7/2023,2023,February,2,Tuesday,Weekday,Winter,CUST34507,Amanda Jones,18-24,Non-binary,Chicago,IL,Diamond,Lakewood Center,Puma,Sports,Ground,12,259.35,3112.2,5,155.61,8,236.53,3193.12,Gift Card,Yes,PROMO577,Entertainment,48,Free,3,No,,No,7313
ORD-2023-00170,9/9/2023,2023,September,9,Saturday,Weekend,Fall,CUST51662,John Rivera,35-44,Female,Philadelphia,PA,Silver,Northpark Mall,Virtual Reality Zone,Entertainment,Food Court,3,262.7,788.1,20,157.62,6.12,38.59,669.07,Gift Card,Yes,PROMO439,Gift Buying,118,Free,2,No,,No,2323
